,test_n,x,y,z
0,0,375.3125,454.125,-83.09891399269458
1,0,439.59375,454.375,-935.2474458970837
2,0,439.5625,452.375,-932.5537517035935
3,0,439.0625,470.125,-712.4241201252233
4,0,311.59375,461.375,-612.8406524355318
5,0,439.1875,389.6875,-642.8462558147297
6,0,447.6875,454.15625,-872.4081206451435
7,0,437.5,452.1875,-934.6302738142003
8,0,447.75,454.375,-874.5996776151001
9,0,439.6875,470.1875,-722.8312411020195
10,0,167.1875,198.1875,67.7262942056546
11,0,374.5625,453.9375,-83.42966667230104
12,0,435.5625,454.125,-920.9139317615749
13,0,439.59375,462.1875,-875.2357654672868
14,0,437.75,326.4375,-165.1126974066517
15,0,439.59375,454.0625,-935.3355198676263
16,0,439.5625,454.0,-935.3344916061686
17,0,435.09375,454.1875,-917.0387976015797
18,0,439.59375,468.125,-767.6978344237617
19,0,439.59375,468.15625,-767.0219444030663
20,0,439.6875,230.1875,3.4948815483801354
21,0,439.5625,486.0625,-289.1177655978295
22,0,439.6875,454.1875,-935.3293693702328
23,0,439.5625,454.1875,-935.3176642686618
24,0,435.5625,454.125,-920.9139317615749
25,0,437.59375,454.1875,-931.439998204191
26,0,435.5625,455.21875,-912.782596354981
27,0,435.5625,455.21875,-912.782596354981
28,0,436.6875,454.46875,-925.9437055028732
29,0,435.09375,452.15625,-928.2233744900227
30,0,439.5625,454.0625,-935.3365579539676
31,0,435.5625,450.375,-932.5475242776267
32,0,-76.5,452.0,-320.1741995017278
33,0,439.5625,452.0,-931.1567874224447
34,0,435.59375,-57.875,-319.94910140909974
35,0,375.59375,461.375,-158.27337730026147
36,0,435.09375,452.1875,-928.1070679792342
37,0,439.0,452.1875,-933.4301374118547
38,0,439.5625,462.0,-877.4994182272369
39,0,439.59375,454.1875,-935.323271436014
40,0,311.59375,462.1875,-620.5825509944244
41,0,439.59375,198.3125,-532.03798411126
42,0,439.0,454.0625,-935.0506671679237
43,0,439.59375,461.375,-886.241929553724
44,0,407.5625,454.125,-395.1954359243085
45,0,423.5625,454.1875,-745.3128082574843
46,0,439.1875,464.125,-839.3227022386866
47,0,181.53125,460.1875,449.46028235107326
48,0,439.5625,452.1875,-931.8910287866289
49,0,439.5625,453.46875,-935.005468628656
50,1,480.875,148.34375,270.9091978692359
51,1,485.65625,436.4375,-952.9634667498243
52,1,421.75,420.3125,-558.5479290785486
53,1,437.75,428.3125,-378.1901385604898
54,1,355.90625,432.34375,121.63348932567021
55,1,-26.09375,389.53125,-418.9616599752149
56,1,483.90625,373.09375,-715.8951771414488
57,1,485.65625,405.4375,-186.03983684112765
58,1,301.875,499.40625,-543.8554100492368
59,1,166.78125,179.40625,49.42465218519885
60,1,484.90625,500.46875,-576.1216210872076
61,1,-66.25,428.3125,-453.63434269616914
62,1,421.875,416.3125,-407.72795441918765
63,1,-91.09375,416.3125,-554.3111228260163
64,1,487.4375,437.3125,-943.6615542025825
65,1,356.875,463.09375,-389.46606256492663
66,1,464.96875,416.3125,-885.3368866354435
67,1,353.875,436.3125,70.64751814819579
68,1,359.6875,438.0625,57.68461602001139
69,1,-138.25,428.3125,-507.59487581891443
70,1,483.90625,436.3125,-807.9456104052986
71,1,488.90625,436.0625,-789.6163500101425
72,1,485.90625,437.09375,-941.501968590768
73,1,457.75,434.46875,-28.77370094214035
74,1,421.75,420.4375,-562.8113249331215
75,1,480.625,-207.9375,-14.422943693139644
76,1,355.65625,413.4375,197.73688494882282
77,1,450.15625,401.4375,-762.7526582881501
78,1,485.875,436.8125,-949.6731112030336
79,1,480.875,436.3125,-954.6211282783131
80,1,480.6875,-235.65625,-175.23867565736663
81,1,453.875,436.25,-137.59512093321922
82,1,437.75,436.34375,-671.2197084843156
83,1,481.75,-138.90625,413.2551086498128
84,1,-154.15625,428.25,-431.4517952660367
85,1,501.65625,436.9375,-5.648851636087102
86,1,487.6875,406.0625,-242.79959276285115
87,1,496.875,436.28125,-196.76586380210688
88,1,457.90625,413.4375,-872.9540592826789
89,1,497.875,500.28125,-368.9981077587067
90,1,-138.15625,424.25,-499.6838239188871
91,1,301.875,112.6875,331.02873989220507
92,1,485.65625,496.3125,-596.3378685419947
93,1,293.75,423.3125,-59.73004696386826
94,1,485.53125,468.40625,6.81724671245496
95,1,497.75,500.9375,-382.90660983697785
96,1,497.75,389.53125,-875.6481160364332
97,1,432.9375,501.28125,100.18635341072286
98,1,481.875,436.3125,-921.8037151804865
99,1,497.75,500.96875,-383.3680551485235
100,2,463.4375,500.4375,-312.315160115707
101,2,255.875,469.5,-21.259012586091544
102,2,447.875,469.5,-858.5113525399024
103,2,479.9375,389.0,-494.7779254967106
104,2,411.21875,502.0,-92.43227474505022
105,2,491.8125,502.4375,-514.7143124094251
106,2,491.8125,502.25,-514.9058393356778
107,2,107.84375,502.28125,207.9787369667538
108,2,511.9375,386.28125,-660.3249920510555
109,2,511.4375,418.28125,-710.1651884498847
110,2,509.21875,487.0,389.37649157659365
111,2,471.9375,389.0,-175.37104393825848
112,2,395.3125,405.75,-544.2916092271523
113,2,431.875,453.5,-892.065521149209
114,2,503.875,400.0,-910.7480938502588
115,2,483.8125,470.25,-109.43071873024195
116,2,471.9375,261.0,188.25350904868435
117,2,379.8125,-9.75,104.92700643439747
118,2,175.875,197.0,-18.173985179865383
119,2,367.84375,502.28125,-800.2151003074105
120,2,459.8125,502.25,-179.1038293652591
121,2,-162.53125,242.4375,-168.68935157733569
122,2,427.625,453.5,-832.1478841903446
123,2,383.4375,498.4375,-553.5031276333921
124,2,255.9375,404.0,143.6094633249431
125,2,395.8125,502.25,-372.98665699819696
126,2,463.21875,500.0,-322.4466494599408
127,2,395.8125,486.25,-207.83789975869945
128,2,331.8125,486.25,-846.3536453751217
129,2,479.46875,500.4375,-561.6689355429635
130,2,491.8125,308.4375,585.4216151911472
131,2,479.9375,438.46875,-813.4737797219518
132,2,507.8125,374.4375,-384.2182693922622
133,2,511.46875,500.9375,164.6202716232695
134,2,-36.1875,-106.1875,-1.0099858229305099
135,2,511.84375,401.90625,-953.762674049781
136,2,93.34375,-265.5625,199.79446308888373
137,2,511.9375,418.28125,-726.3039936536572
138,2,491.84375,498.25,-499.95182161800443
139,2,479.96875,290.28125,580.8995302589414
140,2,491.8125,370.4375,-596.507765813556
141,2,411.46875,-75.5,-330.3351121618811
142,2,479.96875,438.46875,-815.7044121994236
143,2,267.46875,420.0,4.977877443335217
144,2,479.46875,500.4375,-561.6689355429635
145,2,511.8125,394.28125,-859.5211119358662
146,2,507.8125,374.75,-394.57501903609466
147,2,489.8125,502.3125,-535.7056904998112
148,2,511.9375,386.28125,-660.3249920510555
149,2,511.9375,406.0,-955.6029858661528
150,3,476.125,184.03125,-100.40866437445601
151,3,-48.3125,435.15625,-310.02212854828457
152,3,351.15625,419.15625,245.7778662218051
153,3,222.6875,403.15625,315.66237990866995
154,3,456.125,408.03125,-778.4124145905246
155,3,462.125,435.15625,-32.921541797395946
156,3,-32.6875,434.40625,-219.4793033293
157,3,479.0625,434.40625,-954.9143264960783
158,3,411.375,403.15625,-183.6437145118431
159,3,462.15625,407.15625,-535.0149419456645
160,3,479.6875,434.40625,-939.4064793308185
161,3,477.1875,434.40625,-899.9527467210003
162,3,479.15625,-77.84375,296.7610171811181
163,3,342.875,437.34375,-8.177880750890125
164,3,508.0,408.34375,-874.208520851397
165,3,463.875,179.34375,-260.0036289956512
166,3,471.875,437.34375,-300.77671286747545
167,3,478.375,434.15625,-952.8643779931961
168,3,479.15625,306.15625,716.624264193385
169,3,456.125,408.03125,-778.4124145905246
170,3,479.6875,438.4375,-797.6762016373877
171,3,454.90625,183.15625,-428.52141766656314
172,3,462.125,403.15625,-226.18185384015828
